split,row_i,n_points,n_classes_present,classes_present,only_bg,bg_points,fg_points
train,312,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,313,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,314,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,315,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,316,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,317,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,318,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,319,8192,1,0,1,8192,0
train,320,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,321,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,322,8192,1,0,1,8192,0
train,323,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,324,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,14",0,6554,1638
train,325,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,326,8192,1,0,1,8192,0
train,327,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,328,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,329,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,330,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,331,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,332,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,333,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,334,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,335,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,336,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,337,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,338,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,339,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,340,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,341,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,342,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,343,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,344,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,345,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,346,8192,1,0,1,8192,0
train,347,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,348,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,349,8192,13,"0,1,2,3,4,6,7,8,9,10,11,13,14",0,6554,1638
train,350,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,351,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,352,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,353,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,354,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,355,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,356,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,357,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,358,8192,1,0,1,8192,0
train,359,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,360,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,361,8192,1,0,1,8192,0
train,362,8192,14,"0,1,2,3,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,363,8192,1,0,1,8192,0
train,364,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,365,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,366,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,367,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,368,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,369,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,370,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,371,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,372,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,373,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,374,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,375,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,376,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,377,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,378,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,379,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,380,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,381,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,382,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,383,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,384,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,385,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,386,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,387,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,388,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,389,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,390,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,391,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,392,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,393,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,394,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,395,8192,1,0,1,8192,0
train,396,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,397,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,398,8192,1,0,1,8192,0
train,399,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,400,8192,12,"0,1,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,401,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,402,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,403,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,404,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,405,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,406,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,407,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,408,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,409,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,410,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,411,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,412,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,413,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,414,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,415,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,416,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,417,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,418,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,419,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,420,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,13,14",0,6554,1638
train,421,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,422,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,423,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,424,8192,10,"0,1,2,4,6,8,9,11,12,13",0,6554,1638
train,425,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,426,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,427,8192,1,0,1,8192,0
train,428,8192,14,"0,1,2,3,4,5,6,7,8,9,10,12,13,14",0,6554,1638
train,429,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,430,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,431,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,432,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,433,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,434,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,435,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,436,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,437,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,438,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,439,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,440,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,441,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,442,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,443,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,444,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,445,8192,1,0,1,8192,0
train,446,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,447,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,448,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,449,8192,13,"0,1,2,3,4,5,7,8,9,10,11,12,13",0,6554,1638
train,450,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,451,8192,13,"0,1,2,3,4,5,6,8,9,10,11,13,14",0,6554,1638
train,452,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,453,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,454,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,455,8192,12,"0,1,2,3,5,6,8,9,10,11,12,13",0,6554,1638
train,456,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,457,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,458,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,459,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,460,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,461,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,462,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,463,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,464,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,465,8192,13,"0,1,2,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,466,8192,13,"0,1,2,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,467,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,468,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,469,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,470,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,471,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,472,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,473,8192,12,"0,1,2,3,4,6,8,9,10,11,12,13",0,6554,1638
train,474,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,475,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,476,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,477,8192,13,"0,1,2,3,4,5,6,7,8,9,10,11,12",0,6554,1638
train,478,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,479,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,480,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,481,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,482,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,483,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,484,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,485,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,486,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,487,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,488,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,489,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,490,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,491,8192,1,0,1,8192,0
train,492,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,493,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,494,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,495,8192,10,"0,1,3,5,6,7,8,11,13,14",0,6554,1638
train,496,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,497,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,498,8192,1,0,1,8192,0
train,499,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,500,8192,11,"0,1,2,4,5,6,8,9,10,11,13",0,6554,1638
train,501,8192,11,"0,1,2,3,4,6,8,9,11,12,13",0,6554,1638
train,502,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,503,8192,14,"0,1,2,3,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,504,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,505,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,506,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,507,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,508,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,509,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,510,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,511,8192,14,"0,1,2,3,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,512,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,513,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,514,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,515,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,516,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,517,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,518,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,519,8192,13,"0,1,2,3,5,6,7,8,9,10,11,13,14",0,6554,1638
train,520,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,521,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,522,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,523,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,524,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,525,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,526,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,527,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,528,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,529,8192,14,"0,1,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,530,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,531,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,532,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,533,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,534,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,535,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,536,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,537,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,538,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,539,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,540,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,541,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,542,8192,10,"0,1,2,3,5,6,8,9,12,13",0,6554,1638
train,543,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,544,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,545,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,546,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,547,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,548,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,549,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,550,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,551,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,552,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,553,8192,10,"0,1,3,4,6,8,9,11,12,13",0,6554,1638
train,554,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,555,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,556,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,557,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,558,8192,14,"0,1,2,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,559,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,560,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,561,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,562,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,563,8192,11,"0,1,4,6,7,8,9,10,11,13,14",0,6554,1638
train,564,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,565,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,566,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,567,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,568,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,569,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,570,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,571,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,572,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,573,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,574,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,575,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,576,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,577,8192,12,"0,1,2,3,5,6,8,9,10,11,12,13",0,6554,1638
train,578,8192,14,"0,1,2,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,579,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,580,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,581,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,582,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,583,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,584,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,585,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,586,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,587,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,588,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,589,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,590,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,591,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,592,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,593,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,594,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,595,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,596,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,597,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,598,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,599,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,600,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,601,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,602,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,603,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,604,8192,11,"0,1,2,4,5,6,8,9,10,11,13",0,6554,1638
train,605,8192,13,"0,1,2,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,606,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,607,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,608,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,609,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,14",0,6554,1638
train,610,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,611,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,612,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,613,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,614,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,615,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,616,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,617,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,618,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,619,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,620,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
